,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
85,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_17922_5,0.389375925064087,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
86,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_19578_5,0.401063442230225,-0.000271428683723623,1,0,0,0,0,0,0,2000049
87,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_19613_5,0.390955924987793,-0.000127043861149406,1,0,0,0,0,0,0,2000049
88,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_22467_5,0.400771379470825,0.000672177309311021,1,0,0,0,0,0,0,2000049
89,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_2271_5,0.402724266052246,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
90,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_23302_5,0.393192529678345,-0.000311883714758002,1,0,0,0,0,0,0,2000049
91,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,soja_milho_TAN_Pixel_3x3_9173_5,0.674087762832642,-0.000567441509125765,0,1,2,0,0,0,0,2006241
92,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_10902_5,0.922977685928345,0.00118151422212747,1,0,0,0,0,0,0,2000049
93,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_14204_5,0.224018335342407,-0.000376232325403982,1,0,0,0,0,0,0,2000049
94,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_1686_5,0.220433473587036,-0.00064449294944896,1,0,0,0,0,0,0,2000049
95,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_17922_5,0.221877813339233,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
96,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_19578_5,0.224141120910645,-0.000271428683723623,1,0,0,0,0,0,0,2000049
97,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_19613_5,0.208959817886353,-0.000127043861149406,1,0,0,0,0,0,0,2000049
98,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_22467_5,0.213313102722168,0.000672177309311021,1,0,0,0,0,0,0,2000049
99,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_2271_5,0.223154544830322,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
100,bfast_luis_wavelet_java.r,0.116390306122449,harmonic,floresta_TAN_Pixel_3x3_23302_5,0.226682901382446,-0.000311883714758002,1,0,0,0,0,0,0,2000049
101,bfast_luis_wavelet_java.r,0.116390306122449,dummy,soja_milho_TAN_Pixel_3x3_9173_5,0.703369140625,-0.000567441509125765,0,1,2,0,0,0,0,2006241
102,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_10902_5,1.00316762924194,0.00118151422212747,1,0,0,0,0,0,0,2000049
103,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_14204_5,0.22444224357605,-0.000376232325403982,1,0,0,0,0,0,0,2000049
104,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_1686_5,0.225730895996094,-0.00064449294944896,1,0,0,0,0,0,0,2000049
105,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_17922_5,0.194215297698975,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
106,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_19578_5,0.221822023391724,-0.000271428683723623,1,0,0,0,0,0,0,2000049
